"Location";"Source"
"188155806-0-500";"Defeat the golden saint, Staada, at the Lesser Circle."
"188155806-0-510";"Protect the Court of the Wilderking."
"188155806-0-511";"End the Veiled Heritance threat in Greenshade."
"188155806-0-512";"Cleanse the corruption from Valenwood."
"188155806-0-515";"Find all 16 Skyshards in Stormhaven."
"188155806-0-516";"Defeat Uwafa and reclaim the Ansei Ward."
"188155806-0-517";"Defeat Alasan and restore the Ansei Ward."
"188155806-0-518";"Defeat the Withered Hand and reclaim all the Ansei Wards."
"188155806-0-524";"Gather all of the Lights of Meridia within Coldharbour."
"188155806-0-525";"Stop the Maormer from summoning a hurricane to destroy Khenarthi's Roost."
"188155806-0-526";"Intervene in all instances of skooma abuse on Khenarthi's Roost."
"188155806-0-536";"Restore the Clan Mother to power in Arenthia."
"188155806-0-537";"Shackle the Dark Mane to his prison beneath Moonmont."
"188155806-0-538";"Walk the Two Moons Path with the next Mane."
"188155806-0-539";"Explore and clear the Troll's Toothpick."
"188155806-0-540";"Explore and clear Torog's Spite."
"188155806-0-541";"Explore and clear the Crypt of the Exiles."
"188155806-0-542";"Explore and clear the Viridian Watch."
"188155806-0-543";"Explore and clear Rubble Butte."
"188155806-0-544";"Explore and clear Klathzgar."
"188155806-0-545";"Defeat the Maw of the Infernal, Keeper Imiril, and High Kinlord Rilis in Veteran Banished Cells II."
"188155806-0-547";"Find all 16 Skyshards in Deshaan."
"188155806-0-548";"Destroy Ozozzachar, the favored Titan of Molag Bal."
"188155806-0-550";"Explore and clear the Underroot."
"188155806-0-551";"Defeat the Infernal Guardian, the Warden of the Shrine, and Razor Master Erthas in City of Ash I."
"188155806-0-553";"Explore and clear Carac Dena."
"188155806-0-554";"Find all 16 Skyshards in Rivenspire."
"188155806-0-555";"Explore and clear Gurzag's Mine."
"188155806-0-556";"Find all 16 Skyshards in Alik'r Desert."
"188155806-0-557";"Find all 16 Skyshards in Bangkorai."
"188155806-0-558";"Explore and clear Harridan's Lair."
"188155806-0-559";"Explore and clear Barrow Trench."
"188155806-0-560";"Defeat the Argonian Behemoth, Gathongor the Mauler, at Gathongor's Mire."
"188155806-0-561";"Defeat the ogre, Thodundor of the Hill, at Thodundor's View."
"188155806-0-562";"Defeat the Sea Elf, Jahlasri, and her Maormer companions at the Maormer Camp."
"188155806-0-563";"Defeat the lurcher known as the Heart of Rootwater at Rootwater Spring."
"188155806-0-564";"Defeat the Argonian Maheelius and his force of spies at the Reconnaissance Camp."
"188155806-0-565";"Defeat the Storm Atronach, Zymel Etitan, at Pelda Tarn."
"188155806-0-567";"Explore and clear Naril Nagaia."
"188155806-0-568";"Discover and clear all six caves in Greenshade."
"188155806-0-570";"Defeat Ulguna Soul-Reaver, Grothdarr, Iskra the Omen, and the Mad Architect in the Vaults of Madness."
"188155806-0-572";"Discover and clear all six caves in Grahtwood."
"188155806-0-573";"Explore and clear Ne Salas."
"188155806-0-574";"Explore and clear the Scuttle Pit."
"188155806-0-575";"Explore and clear Vinedeath Cave."
"188155806-0-576";"Explore and clear Burroot Kwama Mine."
"188155806-0-577";"Explore and clear Wormroot Depths."
"188155806-0-578";"Explore and clear Mobar Mine."
"188155806-0-579";"Destroy every Dark Anchor in Aldmeri Dominion territory."
"188155806-0-584";"Destroy every Dark Anchor in Daggerfall Covenant territory."
"188155806-0-585";"Destroy every Dark Anchor in Ebonheart Pact territory."
"188155806-0-586";"Destroy every Dark Anchor in the contested lands of Cyrodiil."
"188155806-0-587";"Destroy every Dark Anchor in Tamriel."
"188155806-0-589";"Kill Reezal-Jul at Camp Tamrith and save the Crestshade refugees."
"188155806-0-590";"Kill Lady Lleraya Montclair at Northpoint and set Baron Dorell's city free."
"188155806-0-591";"Kill Baron Wylon Montclair and destroy the Lightless Remnant at the Doomcrag to save Rivenspire."
"188155806-0-593";"Complete 59 unique quests in Stonefalls."
"188155806-0-595";"Complete 55 unique quests in Deshaan."
"188155806-0-596";"Complete 51 unique quests in Shadowfen."
"188155806-0-597";"Kill Lob the Cleaver and befriend the Giants at the Cradlecrush Arena."
"188155806-0-598";"Save Jorunn the Skald-King at Mistwatch Tower."
"188155806-0-599";"Defeat Fildgor Orcthane at Skuldafn and earn the title of Arrow of Jorunn the Skald-King."
"188155806-0-600";"Complete 43 unique quests in Eastmarch."
"188155806-0-602";"Complete 45 unique quests in Reaper's March."
"188155806-0-603";"Complete 61 unique quests in the Rift."
"188155806-0-604";"Complete 37 unique quests in Auridon."
"188155806-0-605";"Free Southpoint from the influence of the Daedric Prince, Sheogorath."
"188155806-0-606";"Retrieve the Heart of Anumaril from the Reliquary of Stars."
"188155806-0-607";"Free Nairume from her prison and retrieve Rajhin's Mantle."
"188155806-0-608";"Complete 38 unique quests in Grahtwood."
"188155806-0-610";"Complete 40 unique quests in Greenshade."
"188155806-0-611";"Complete 40 unique quests in Malabal Tor."
"188155806-0-612";"Rescue the last Ayleid King, Laloriaran Dynar, from the Lightless Oubliette."
"188155806-0-613";"Rescue the Great Mage, Vanus Galerion, and help him destroy Molag Bal's Great Shackle."
"188155806-0-614";"Stop the Planemeld and defeat Molag Bal's plan of conquest at the Endless Stair."
"188155806-0-616";"Complete 29 unique quests in Coldharbour."
"188155806-0-617";"Complete all Ebonheart Pact quest achievements."
"188155806-0-618";"Complete all Aldmeri Dominion quest achievements."
"188155806-0-619";"Destroy 50 Dark Anchors from Coldharbour."
"188155806-0-620";"Destroy 100 Dark Anchors from Coldharbour."
"188155806-0-621";"Destroy 250 Dark Anchors from Coldharbour."
"188155806-0-622";"Complete all of the Aldmeri Dominion cave exploration achievements."
"188155806-0-625";"Complete all of the Daggerfall Covenant cave exploration achievements."
"188155806-0-626";"Complete all of the Ebonheart Pact cave exploration achievements."
"188155806-0-627";"Complete every cave exploration achievement in Tamriel."
"188155806-0-628";"Complete all of the unique quest achievements across Tamriel."
"188155806-0-678";"Defeat Malubeth the Scourger, Garron the Returned, and Varaine and Allene Pellingare in Veteran Wayrest Sewers II."
"188155806-0-679";"Defeat Malubeth the Scourger, Skull Reaper, Uulgarg the Risen, Garron the Returned, the Forgotten One, and the Pellingare Twins in Veteran Wayrest Sewers II, all within twenty minutes. Timer starts upon engaging the first necromancer and his minions."
"188155806-0-681";"Defeat 15 Zombies during the battle with Allene Pellingare and Varaine Pellingare before defeating the twins themselves in Veteran Wayrest Sewers II."
"188155806-0-682";"Find all 16 Skyshards in Grahtwood."
"188155806-0-683";"Find all 16 Skyshards in Greenshade."
"188155806-0-684";"Find all 16 Skyshards in Malabal Tor."
"188155806-0-685";"Find all 16 Skyshards in Reaper's March."
"188155806-0-686";"Find all 16 Skyshards in Coldharbour."
"188155806-0-687";"Find all 16 Skyshards in Shadowfen."
"188155806-0-688";"Find all 16 Skyshards in Eastmarch."
"188155806-0-689";"Find all 16 Skyshards in the Rift."
"188155806-0-691";"Kill 100 named enemies in dungeons."
"188155806-0-692";"Find all 15 Skyshards in the Ebonheart Pact territory of Cyrodiil."
"188155806-0-693";"Find all 15 Skyshards in the Daggerfall Covenant territory of Cyrodiil."
"188155806-0-694";"Find all 15 Skyshards in the Aldmeri Dominion territory of Cyrodiil."
"188155806-0-695";"Find all 16 Skyshards in Auridon."
"188155806-0-696";"Defeat the crazed Orc hunter Shagura at Hircine's Henge."
"188155806-0-697";"Defeat the senche-tigress Nindaeril the Monsoon atop Nindaeril's Perch."
"188155806-0-698";"Defeat the Nereid Lady Solace in Lady Solace's Fen."
"188155806-0-699";"Defeat Otho Rufinus, the poacher leader, at the Poacher Camp."
"188155806-0-700";"Defeat the giant flesh atronach Thugrub the Reformed in Thugrub's Cave."
"188155806-0-701";"Defeat the lich Valanir the Restless at Valanir's Rest."
"188155806-0-702";"Complete the Mages Guild series of quests."
"188155806-0-703";"Complete the Fighters Guild series of quests."
"188155806-0-704";"Buy drinks for your Undaunted companions at each gathering."
"188155806-0-705";"Earn the rank of Grand Overlord in the Alliance War."
"188155806-0-706";"Earn the rank of First Sergeant in the Alliance War."
"188155806-0-707";"Solve the puzzle of the Guardians in the Lost City of the Na-Totambu."
"188155806-0-708";"Defeat the flesh atronach at Razak's Wheel."
"188155806-0-709";"Defeat 1000 named enemies in Dungeons."
"188155806-0-710";"Defeat 1000 enemies in Dungeons."
"188155806-0-711";"Defeat 10,000 enemies in Dungeons."
"188155806-0-713";"Defeat the Orc, Zilbash the Deceiver, at Obsidian Scar."
"188155806-0-714";"Defeat the Eternal One in the Bonesnap Ruins."
"188155806-0-716";"Help ease cultural tensions and reconcile the allies in Grahtwood."
"188155806-0-717";"Kill 10 enemy Nightblades."
"188155806-0-718";"Kill 100 Redguard enemies in the Alliance War or Battlegrounds."
"188155806-0-719";"Kill 100 Orc enemies in the Alliance War or Battlegrounds."
"188155806-0-720";"Kill 100 Dunmer enemies in the Alliance War or Battlegrounds."
"188155806-0-721";"Kill 100 Nord enemies in the Alliance War or Battlegrounds."
"188155806-0-722";"Kill 100 Argonian enemies in the Alliance War or Battlegrounds."
"188155806-0-723";"Kill 100 Bosmer enemies in the Alliance War or Battlegrounds."
"188155806-0-724";"Kill 100 Altmer enemies in the Alliance War or Battlegrounds."
"188155806-0-725";"Kill 100 Khajiit enemies in the Alliance War or Battlegrounds."
"188155806-0-726";"Kill 100 Imperial enemies in the Alliance War or Battlegrounds."
"188155806-0-727";"Find all 12 Skyshards in Lower Craglorn."
"188155806-0-730";"Explore and clear Bloodmayne Cave."
"188155806-0-731";"Explore and clear Breakneck Cave."
"188155806-0-732";"Explore and clear Haynote Cave."
"188155806-0-733";"Explore and clear Nisin Cave."
"188155806-0-734";"Explore and clear the Pothole Caverns."
"188155806-0-735";"Explore and clear Serpent Hollow."
"188155806-0-736";"Explore and clear Capstone Cave."
"188155806-0-737";"Explore and clear Echo Cave."
"188155806-0-738";"Explore and clear Lipsand Tarn."
"188155806-0-739";"Explore and clear Red Ruby Cave."
"188155806-0-740";"Explore and clear Toadstool Hollow."
"188155806-0-741";"Explore and clear Underpall Cave."
"188155806-0-742";"Explore and clear Cracked Wood Cave."
"188155806-0-743";"Explore and clear Kingscrest Cavern."
"188155806-0-744";"Explore and clear Muck Valley Cavern."
"188155806-0-745";"Explore and clear Newt Cave."
"188155806-0-746";"Explore and clear Quickwater Cave."
"188155806-0-747";"Explore and clear Vahtacen."
"188155806-0-748";"Find the Skyshard on top of the mountain in Cyrodiil."
"188155806-0-749";"Deal 1,000,000 points of damage in Dungeons or Delves."
"188155806-0-750";"Deal 10,000,000 points of damage in Dungeons or Delves."
"188155806-0-751";"Heal 1,000,000 points of damage to allies in Dungeons or Delves."
"188155806-0-752";"Heal 10,000,000 points of damage to allies in Dungeons or Delves."
"188155806-0-753";"Block 1,000,000 points of damage in Dungeons."
"188155806-0-754";"Block 10,000,000 points of damage in Dungeons."
"188155806-0-758";"Complete all unique quests in Bruma."
"188155806-0-759";"Complete all unique quests in Cheydinhal."
"188155806-0-760";"Complete all unique quests in Chorrol and Weynon Priory."
"188155806-0-761";"Complete all unique quests in Cropsford."
"188155806-0-762";"Complete all unique quests in Vlastarus."
"188155806-0-766";"Explore and clear all 18 caves in Cyrodiil."
"188155806-0-767";"Complete all quest achievements in Cyrodiil."
"188155806-0-768";"Discover all of the striking locales on Khenarthi's Roost."
"188155806-0-769";"Discover all of the striking locales on Auridon."
"188155806-0-770";"Discover all of the striking locales on Bleakrock Isle."
"188155806-0-771";"Discover all of the striking locales in Bal Foyen."
"188155806-0-772";"Discover all of the striking locales in Stonefalls."
"188155806-0-773";"Discover all of the striking locales on Stros M'kai."
"188155806-0-774";"Discover all of the striking locales on Betnikh."
"188155806-0-775";"Discover all of the striking locales in Glenumbra."
"188155806-0-778";"Unravel the mysteries of Rahni'Za, School of Warriors."
"188155806-0-779";"Translate all of the Positive Potency runes."
"188155806-0-780";"Translate all of the Negative Potency runes."
"188155806-0-781";"Translate all of the Essence runes."
"188155806-0-788";"Translate all of the Aspect runes."
"188155806-0-832";"Discover all of the striking locales in Grahtwood."
"188155806-0-833";"Discover all of the striking locales in Stormhaven."
"188155806-0-834";"Discover all of the striking locales in Deshaan."
"188155806-0-835";"Discover all of the striking locales in Reaper's March."
"188155806-0-836";"Defeated by slaughterfish."
"188155806-0-838";"Collect trophies from all the beasts of Tamriel."
"188155806-0-839";"Discover all of the striking locales in Greenshade."
"188155806-0-840";"Discover all of the striking locales in Rivenspire."
"188155806-0-841";"Collect trophies from all the undead of Tamriel."
"188155806-0-842";"Collect trophies from all the chitinous creatures of Tamriel."
"188155806-0-843";"Collect trophies from nature spirits and natural creatures from across Tamriel."
"188155806-0-844";"Collect trophies from all the monstrous creatures of Tamriel."
"188155806-0-845";"Discover all of the striking locales in Shadowfen."
"188155806-0-846";"Collect trophies from Dwemer constructs."
"188155806-0-847";"Collect trophies from all types of atronachs."
"188155806-0-848";"Collect trophies from all types of slain Daedra."
"188155806-0-849";"Discover all of the striking locales in Alik'r Desert."
"188155806-0-850";"Defeat 200 Spiders in Veteran Fungal Grotto II."
"188155806-0-851";"Defeat 425 Obsidian Warriors in Veteran Fungal Grotto II."
"188155806-0-852";"Defeat 120 Skeletons in Veteran Banished Cells II."
"188155806-0-853";"Defeat 300 Dremora in Veteran Banished Cells II."
"188155806-0-854";"Defeat 220 Vampire Thralls in Veteran Spindleclutch II."
"188155806-0-855";"Defeat 65 Flesh Atronachs in Veteran Spindleclutch II."
"188155806-0-856";"Defeat 200 Kwama in Veteran Darkshade Caverns II."
"188155806-0-857";"Defeat 800 Dwarven Constructs in Veteran Darkshade Caverns II."
"188155806-0-858";"Defeat 140 Banekin in Veteran Elden Hollow II."
"188155806-0-859";"Defeat 60 Lurchers in Veteran Elden Hollow II."
"188155806-0-860";"Defeat 350 Zombies in Veteran Wayrest Sewers II."
"188155806-0-861";"Defeat 40 Bone Colossi in Veteran Wayrest Sewers II."
"188155806-0-862";"Discover all of the striking locales in Malabal Tor."
"188155806-0-863";"Discover all of the striking locales in the Rift."
"188155806-0-864";"Discover all of the striking locales in Coldharbour."
"188155806-0-865";"Discover all of the striking locales in Bangkorai."
"188155806-0-866";"Discover all of the striking locales in Eastmarch."
"188155806-0-867";"Discover all of the striking locales in the core regions of the Aldmeri Dominion, the Daggerfall Covenant, the Ebonheart Pact, and Coldharbour."
"188155806-0-869";"Extort gold from merchants across Tamriel."
"188155806-0-870";"Sound the war horn in Veteran Hel Ra Citadel and defeat the ancient warriors who answer."
"188155806-0-871";"Share your wealth with needy beggars across Tamriel."
"188155806-0-872";"Track the movements of M'aiq the Liar across Tamriel and beyond."
